dataset_id,pmid,cell_type
N1_ncbi_literature,8027548,gamma delta T
N1_ncbi_literature,8027569,Naive CD8 T cell
N1_ncbi_literature,8039808,gamma delta T
N1_ncbi_literature,8046826,gamma delta T
N1_ncbi_literature,8050166,gamma delta T
N1_ncbi_literature,8051426,gamma delta T
N1_ncbi_literature,8056048,gamma delta T
N1_ncbi_literature,8056050,gamma delta T
N1_ncbi_literature,8058775,gamma delta T
N1_ncbi_literature,8059853,gamma delta T
N1_ncbi_literature,8071778,gamma delta T
N1_ncbi_literature,8072988,gamma delta T
N1_ncbi_literature,8077699,gamma delta T
N1_ncbi_literature,8077709,Proliferating T cell
N1_ncbi_literature,8080214,gamma delta T
N1_ncbi_literature,8081295,gamma delta T
N1_ncbi_literature,8082298,gamma delta T
N1_ncbi_literature,8086624,gamma delta T
N1_ncbi_literature,8088330,gamma delta T
N1_ncbi_literature,8088761,gamma delta T
N1_ncbi_literature,8089476,gamma delta T
N1_ncbi_literature,8089477,gamma delta T
N1_ncbi_literature,8089488,gamma delta T
N1_ncbi_literature,8091138,gamma delta T
N1_ncbi_literature,8093893,gamma delta T
N1_ncbi_literature,8094041,Memory CD4 T cell
N1_ncbi_literature,8094731,gamma delta T
N1_ncbi_literature,8096118,gamma delta T
N1_ncbi_literature,8098011,gamma delta T
N1_ncbi_literature,8100408,Naive CD4 T cell
N1_ncbi_literature,8100752,Memory CD4 T cell
N1_ncbi_literature,8102154,Naive CD4 T cell
N1_ncbi_literature,8102160,gamma delta T
N1_ncbi_literature,8102443,gamma delta T
N1_ncbi_literature,8103273,gamma delta T
N1_ncbi_literature,8103721,gamma delta T
N1_ncbi_literature,8104714,gamma delta T
N1_ncbi_literature,8112855,gamma delta T
N1_ncbi_literature,8120376,gamma delta T
N1_ncbi_literature,8124869,gamma delta T
N1_ncbi_literature,8125520,Proliferating T cell
N1_ncbi_literature,8126878,gamma delta T
N1_ncbi_literature,8131585,gamma delta T
N1_ncbi_literature,8133310,gamma delta T
N1_ncbi_literature,8139585,gamma delta T
N1_ncbi_literature,8140322,gamma delta T
N1_ncbi_literature,8143064,gamma delta T
N1_ncbi_literature,8143813,gamma delta T
N1_ncbi_literature,8144870,gamma delta T
N1_ncbi_literature,8146660,gamma delta T
N1_ncbi_literature,8149661,gamma delta T
N1_ncbi_literature,8157272,gamma delta T
N1_ncbi_literature,8157289,gamma delta T
N1_ncbi_literature,8162326,gamma delta T
N1_ncbi_literature,8163789,gamma delta T
N1_ncbi_literature,8166997,gamma delta T
N1_ncbi_literature,8167738,gamma delta T
N1_ncbi_literature,8172681,gamma delta T
N1_ncbi_literature,8174984,gamma delta T
N1_ncbi_literature,8181523,gamma delta T
N1_ncbi_literature,8195717,gamma delta T
N1_ncbi_literature,8200037,gamma delta T
N1_ncbi_literature,8200042,gamma delta T
N1_ncbi_literature,8207227,gamma delta T
N1_ncbi_literature,8207713,gamma delta T
N1_ncbi_literature,8208530,gamma delta T
N1_ncbi_literature,8210996,gamma delta T
N1_ncbi_literature,8223855,gamma delta T
N1_ncbi_literature,8227410,gamma delta T
N1_ncbi_literature,8228357,gamma delta T
N1_ncbi_literature,8235448,gamma delta T
N1_ncbi_literature,8238257,gamma delta T
N1_ncbi_literature,8241682,gamma delta T
N1_ncbi_literature,8252809,gamma delta T
N1_ncbi_literature,8255038,gamma delta T
N1_ncbi_literature,8256920,gamma delta T
N1_ncbi_literature,8270872,Naive CD4 T cell
N1_ncbi_literature,8270875,gamma delta T
N1_ncbi_literature,8271236,gamma delta T
N1_ncbi_literature,8271241,gamma delta T
N1_ncbi_literature,8276385,Memory CD8 T cell
N1_ncbi_literature,8277405,gamma delta T
N1_ncbi_literature,8287489,gamma delta T
N1_ncbi_literature,8287598,DN T cell
N1_ncbi_literature,8287613,gamma delta T
N1_ncbi_literature,8294139,gamma delta T
N1_ncbi_literature,8296165,gamma delta T
N1_ncbi_literature,8296383,gamma delta T
N1_ncbi_literature,8301117,DN T cell
N1_ncbi_literature,8308783,DN T cell
N1_ncbi_literature,8308783,gamma delta T
N1_ncbi_literature,8310635,gamma delta T
N1_ncbi_literature,8315538,gamma delta T
N1_ncbi_literature,8325322,Naive CD4 T cell
N1_ncbi_literature,8329106,gamma delta T
N1_ncbi_literature,8334681,gamma delta T
N1_ncbi_literature,8335929,gamma delta T
N1_ncbi_literature,8342043,gamma delta T
N1_ncbi_literature,8344674,gamma delta T
N1_ncbi_literature,8345665,gamma delta T
N1_ncbi_literature,8350335,gamma delta T
N1_ncbi_literature,8350767,gamma delta T
N1_ncbi_literature,8353984,gamma delta T
N1_ncbi_literature,8355710,gamma delta T
N1_ncbi_literature,8356400,gamma delta T
N1_ncbi_literature,8366288,gamma delta T
N1_ncbi_literature,8370171,gamma delta T
N1_ncbi_literature,8370173,gamma delta T
N1_ncbi_literature,8370391,gamma delta T
N1_ncbi_literature,8376802,gamma delta T
N1_ncbi_literature,8376845,gamma delta T
N1_ncbi_literature,8376938,gamma delta T
N1_ncbi_literature,8376943,gamma delta T
N1_ncbi_literature,8382839,gamma delta T
N1_ncbi_literature,8384559,gamma delta T
N1_ncbi_literature,8386664,gamma delta T
N1_ncbi_literature,8387636,gamma delta T
N1_ncbi_literature,8390096,gamma delta T
N1_ncbi_literature,8391058,gamma delta T
N1_ncbi_literature,8391544,gamma delta T
N1_ncbi_literature,8395544,gamma delta T
N1_ncbi_literature,8400880,gamma delta T
N1_ncbi_literature,8402588,gamma delta T
N1_ncbi_literature,8402950,gamma delta T
N1_ncbi_literature,8403524,gamma delta T
N1_ncbi_literature,8418042,gamma delta T
N1_ncbi_literature,8419086,gamma delta T
N1_ncbi_literature,8420034,gamma delta T
N1_ncbi_literature,8423227,gamma delta T
N1_ncbi_literature,8423402,gamma delta T
N1_ncbi_literature,8423404,gamma delta T
N1_ncbi_literature,8428387,gamma delta T
N1_ncbi_literature,8429523,gamma delta T
N1_ncbi_literature,8430106,gamma delta T
N1_ncbi_literature,8434349,Memory CD4 T cell
N1_ncbi_literature,8435331,gamma delta T
N1_ncbi_literature,8436183,gamma delta T
N1_ncbi_literature,8436187,gamma delta T
N1_ncbi_literature,8436409,gamma delta T
N1_ncbi_literature,8443981,gamma delta T
N1_ncbi_literature,8450037,gamma delta T
N1_ncbi_literature,8450337,gamma delta T
N1_ncbi_literature,8453580,gamma delta T
N1_ncbi_literature,8457282,gamma delta T
N1_ncbi_literature,8458635,gamma delta T
N1_ncbi_literature,8458734,gamma delta T
N1_ncbi_literature,8467094,gamma delta T
N1_ncbi_literature,8471657,gamma delta T
N1_ncbi_literature,8476559,gamma delta T
N1_ncbi_literature,8476575,gamma delta T
N1_ncbi_literature,8477418,gamma delta T
N1_ncbi_literature,8477812,gamma delta T
N1_ncbi_literature,8485915,gamma delta T
N1_ncbi_literature,8487218,gamma delta T
N1_ncbi_literature,8492749,gamma delta T
N1_ncbi_literature,8494751,gamma delta T
N1_ncbi_literature,8503566,gamma delta T
N1_ncbi_literature,8503692,Proliferating T cell
N1_ncbi_literature,8506286,gamma delta T
N1_ncbi_literature,8509148,gamma delta T
N1_ncbi_literature,8512035,gamma delta T
N1_ncbi_literature,8520775,gamma delta T
N1_ncbi_literature,8523518,Memory CD4 T cell
N1_ncbi_literature,8523522,gamma delta T
N1_ncbi_literature,8524269,gamma delta T
N1_ncbi_literature,8529121,gamma delta T
N1_ncbi_literature,8532867,gamma delta T
N1_ncbi_literature,8533320,gamma delta T
N1_ncbi_literature,8535315,Naive CD4 T cell
N1_ncbi_literature,8543336,gamma delta T
N1_ncbi_literature,8543836,gamma delta T
N1_ncbi_literature,8547041,gamma delta T
N1_ncbi_literature,8548281,gamma delta T
N1_ncbi_literature,8550074,gamma delta T
N1_ncbi_literature,8550075,gamma delta T
N1_ncbi_literature,8556952,gamma delta T
N1_ncbi_literature,8561875,gamma delta T
N1_ncbi_literature,8565270,gamma delta T
N1_ncbi_literature,8565297,gamma delta T
N1_ncbi_literature,8566047,Naive CD4 T cell
N1_ncbi_literature,8567017,Memory CD4 T cell
N1_ncbi_literature,8579976,gamma delta T
N1_ncbi_literature,8580624,gamma delta T
N1_ncbi_literature,8583708,gamma delta T
N1_ncbi_literature,8587066,gamma delta T
N1_ncbi_literature,8590566,gamma delta T
N1_ncbi_literature,8590567,gamma delta T
N1_ncbi_literature,8590839,Proliferating T cell
N1_ncbi_literature,8596032,Memory CD4 T cell
N1_ncbi_literature,8598451,Memory CD4 T cell
N1_ncbi_literature,8599969,gamma delta T
N1_ncbi_literature,8605351,gamma delta T
N1_ncbi_literature,8605921,gamma delta T
N1_ncbi_literature,8608631,gamma delta T
N1_ncbi_literature,8609393,gamma delta T
N1_ncbi_literature,8609437,gamma delta T
N1_ncbi_literature,8611194,gamma delta T
N1_ncbi_literature,8612204,gamma delta T
N1_ncbi_literature,8616569,Memory CD4 T cell
N1_ncbi_literature,8620625,gamma delta T
N1_ncbi_literature,8621180,gamma delta T
N1_ncbi_literature,8622334,gamma delta T
N1_ncbi_literature,8623774,gamma delta T
N1_ncbi_literature,8630617,gamma delta T
N1_ncbi_literature,8633202,gamma delta T
N1_ncbi_literature,8633219,gamma delta T
N1_ncbi_literature,8636876,gamma delta T
N1_ncbi_literature,8637862,gamma delta T
N1_ncbi_literature,8640174,gamma delta T
N1_ncbi_literature,8640768,gamma delta T
N1_ncbi_literature,8642099,gamma delta T
N1_ncbi_literature,8642261,gamma delta T
N1_ncbi_literature,8642336,gamma delta T
N1_ncbi_literature,8642697,Memory CD4 T cell
N1_ncbi_literature,8643541,gamma delta T
N1_ncbi_literature,8646969,gamma delta T
N1_ncbi_literature,8648036,gamma delta T
N1_ncbi_literature,8648688,gamma delta T
N1_ncbi_literature,8666438,gamma delta T
N1_ncbi_literature,8667904,gamma delta T
N1_ncbi_literature,8670331,gamma delta T
N1_ncbi_literature,8671662,Memory CD4 T cell
N1_ncbi_literature,8671662,Naive CD4 T cell
N1_ncbi_literature,8674238,gamma delta T
N1_ncbi_literature,8675286,Naive CD4 T cell
N1_ncbi_literature,8676080,Memory CD4 T cell
N1_ncbi_literature,8680978,gamma delta T
N1_ncbi_literature,8683151,gamma delta T
N1_ncbi_literature,8686348,gamma delta T
N1_ncbi_literature,8690452,Naive CD4 T cell
N1_ncbi_literature,8690925,gamma delta T
N1_ncbi_literature,8696008,gamma delta T
N1_ncbi_literature,8698378,Memory CD4 T cell
N1_ncbi_literature,8698384,gamma delta T
N1_ncbi_literature,8701060,gamma delta T
N1_ncbi_literature,8717523,gamma delta T
N1_ncbi_literature,8721044,gamma delta T
N1_ncbi_literature,8724710,gamma delta T
N1_ncbi_literature,8724834,gamma delta T
N1_ncbi_literature,8727206,gamma delta T
N1_ncbi_literature,8729666,gamma delta T
N1_ncbi_literature,8738719,gamma delta T
N1_ncbi_literature,8739316,gamma delta T
N1_ncbi_literature,8739562,gamma delta T
N1_ncbi_literature,8739856,gamma delta T
N1_ncbi_literature,8743083,gamma delta T
N1_ncbi_literature,8746568,Naive CD4 T cell
N1_ncbi_literature,8752999,gamma delta T
N1_ncbi_literature,8757332,gamma delta T
N1_ncbi_literature,8757509,gamma delta T
N1_ncbi_literature,8759746,gamma delta T
N1_ncbi_literature,8762008,gamma delta T
N1_ncbi_literature,8765174,gamma delta T
N1_ncbi_literature,8770633,Naive CD4 T cell
N1_ncbi_literature,8774284,gamma delta T
N1_ncbi_literature,8778207,gamma delta T
N1_ncbi_literature,8780637,gamma delta T
N1_ncbi_literature,8786299,Naive CD4 T cell
N1_ncbi_literature,8789427,Naive CD4 T cell
N1_ncbi_literature,8793995,gamma delta T
N1_ncbi_literature,8811046,gamma delta T
N1_ncbi_literature,8816392,gamma delta T
N1_ncbi_literature,8817292,gamma delta T
N1_ncbi_literature,8819197,gamma delta T
N1_ncbi_literature,8825284,gamma delta T
N1_ncbi_literature,8830598,gamma delta T
N1_ncbi_literature,8833350,gamma delta T
N1_ncbi_literature,8836974,gamma delta T
N1_ncbi_literature,8838197,Proliferating T cell
N1_ncbi_literature,8838197,gamma delta T
N1_ncbi_literature,8838520,gamma delta T
N1_ncbi_literature,8839778,gamma delta T
N1_ncbi_literature,8839780,Naive CD4 T cell
N1_ncbi_literature,8845015,Proliferating T cell
N1_ncbi_literature,8854802,gamma delta T
N1_ncbi_literature,8865928,gamma delta T
N1_ncbi_literature,8871050,gamma delta T
N1_ncbi_literature,8874199,gamma delta T
N1_ncbi_literature,8877147,gamma delta T
N1_ncbi_literature,8881034,gamma delta T
N1_ncbi_literature,8883302,Proliferating T cell
N1_ncbi_literature,8890774,gamma delta T
N1_ncbi_literature,8896497,DN T cell
N1_ncbi_literature,8896497,gamma delta T
N1_ncbi_literature,8898943,gamma delta T
N1_ncbi_literature,8904307,Proliferating T cell
N1_ncbi_literature,8905398,gamma delta T
N1_ncbi_literature,8906810,Naive CD8 T cell
N1_ncbi_literature,8918590,gamma delta T
N1_ncbi_literature,8920245,Naive CD4 T cell
N1_ncbi_literature,8923591,gamma delta T
N1_ncbi_literature,8926112,gamma delta T
N1_ncbi_literature,8934810,gamma delta T
N1_ncbi_literature,8934811,gamma delta T
N1_ncbi_literature,8938522,gamma delta T
N1_ncbi_literature,8943717,gamma delta T
N1_ncbi_literature,8943863,gamma delta T
N1_ncbi_literature,8946212,gamma delta T
N1_ncbi_literature,8952887,gamma delta T
N1_ncbi_literature,8958054,gamma delta T
N1_ncbi_literature,8958896,gamma delta T
N1_ncbi_literature,8958944,gamma delta T
N1_ncbi_literature,8961383,gamma delta T
N1_ncbi_literature,8961384,gamma delta T
N1_ncbi_literature,8961385,gamma delta T
N1_ncbi_literature,8970036,gamma delta T
N1_ncbi_literature,8970050,gamma delta T
N1_ncbi_literature,8976167,gamma delta T
N1_ncbi_literature,8976172,gamma delta T
N1_ncbi_literature,8977306,gamma delta T
N1_ncbi_literature,8982775,Memory CD4 T cell
N1_ncbi_literature,8986321,gamma delta T
N1_ncbi_literature,8986964,gamma delta T
N1_ncbi_literature,8997164,gamma delta T
N1_ncbi_literature,9000044,gamma delta T
N1_ncbi_literature,9000046,Naive CD4 T cell
N1_ncbi_literature,9008275,gamma delta T
N1_ncbi_literature,9010242,gamma delta T
N1_ncbi_literature,9018237,Naive CD4 T cell
N1_ncbi_literature,9018970,gamma delta T
N1_ncbi_literature,9022337,gamma delta T
N1_ncbi_literature,9024992,gamma delta T
N1_ncbi_literature,9028321,DN T cell
N1_ncbi_literature,9034723,gamma delta T
N1_ncbi_literature,9036958,Naive CD4 T cell
N1_ncbi_literature,9039779,gamma delta T
N1_ncbi_literature,9042054,gamma delta T
N1_ncbi_literature,9049784,gamma delta T
N1_ncbi_literature,9057932,Memory CD4 T cell
N1_ncbi_literature,9057932,Naive CD4 T cell
N1_ncbi_literature,9058820,gamma delta T
N1_ncbi_literature,9063626,gamma delta T
N1_ncbi_literature,9067541,gamma delta T
N1_ncbi_literature,9070317,Memory CD4 T cell
N1_ncbi_literature,9071594,gamma delta T
N1_ncbi_literature,9072997,gamma delta T
N1_ncbi_literature,9073552,Memory CD8 T cell
N1_ncbi_literature,9082821,gamma delta T
N1_ncbi_literature,9088990,gamma delta T
N1_ncbi_literature,9100225,gamma delta T
N1_ncbi_literature,9110093,gamma delta T
N1_ncbi_literature,9111581,gamma delta T
N1_ncbi_literature,9119966,gamma delta T
N1_ncbi_literature,9119967,gamma delta T
N1_ncbi_literature,9119999,Memory CD4 T cell
N1_ncbi_literature,9119999,Naive CD4 T cell
N1_ncbi_literature,9120276,Memory CD4 T cell
N1_ncbi_literature,9122518,gamma delta T
N1_ncbi_literature,9127147,gamma delta T
N1_ncbi_literature,9127885,gamma delta T
N1_ncbi_literature,9127886,gamma delta T
N1_ncbi_literature,9130649,gamma delta T
N1_ncbi_literature,9132281,gamma delta T
N1_ncbi_literature,9135151,gamma delta T
N1_ncbi_literature,9138431,gamma delta T
N1_ncbi_literature,9142122,Naive CD4 T cell
N1_ncbi_literature,9143630,gamma delta T
N1_ncbi_literature,9143685,gamma delta T
N1_ncbi_literature,9151834,Memory CD4 T cell
N1_ncbi_literature,9151834,Naive CD4 T cell
N1_ncbi_literature,9162315,gamma delta T
N1_ncbi_literature,9162329,gamma delta T
N1_ncbi_literature,9179365,gamma delta T
N1_ncbi_literature,9179670,gamma delta T
N1_ncbi_literature,9181835,gamma delta T
N1_ncbi_literature,9184029,gamma delta T
N1_ncbi_literature,9184916,gamma delta T
N1_ncbi_literature,9187196,gamma delta T
N1_ncbi_literature,9191408,gamma delta T
N1_ncbi_literature,9193748,gamma delta T
N1_ncbi_literature,9196523,gamma delta T
N1_ncbi_literature,9200328,gamma delta T
N1_ncbi_literature,9200930,gamma delta T
N1_ncbi_literature,9203023,gamma delta T
N1_ncbi_literature,9225035,gamma delta T
N1_ncbi_literature,9226150,gamma delta T
N1_ncbi_literature,9233629,gamma delta T
N1_ncbi_literature,9236911,gamma delta T
N1_ncbi_literature,9237112,gamma delta T
N1_ncbi_literature,9261181,Naive CD4 T cell
N1_ncbi_literature,9263003,gamma delta T
N1_ncbi_literature,9276738,Memory CD4 T cell
N1_ncbi_literature,9278292,Memory CD4 T cell
N1_ncbi_literature,9278292,Naive CD4 T cell
N1_ncbi_literature,9294140,Memory CD8 T cell
N1_ncbi_literature,9298889,gamma delta T
N1_ncbi_literature,9306503,Memory CD4 T cell
N1_ncbi_literature,9310830,gamma delta T
N1_ncbi_literature,9316288,gamma delta T
N1_ncbi_literature,9317125,gamma delta T
N1_ncbi_literature,9317157,gamma delta T
N1_ncbi_literature,9328123,gamma delta T
N1_ncbi_literature,9330248,gamma delta T
N1_ncbi_literature,9334853,Naive CD4 T cell
N1_ncbi_literature,9335242,gamma delta T
N1_ncbi_literature,9341744,Memory CD4 T cell
N1_ncbi_literature,9341765,Naive CD4 T cell
N1_ncbi_literature,9341784,Naive CD4 T cell
N1_ncbi_literature,9344500,Naive CD4 T cell
N1_ncbi_literature,9345384,gamma delta T
N1_ncbi_literature,9345465,gamma delta T
N1_ncbi_literature,9347518,gamma delta T
N1_ncbi_literature,9348298,Naive CD8 T cell
N1_ncbi_literature,9352378,gamma delta T
N1_ncbi_literature,9352689,gamma delta T
N1_ncbi_literature,9358761,Proliferating T cell
N1_ncbi_literature,9362530,gamma delta T
N1_ncbi_literature,9362537,gamma delta T
N1_ncbi_literature,9364219,gamma delta T
N1_ncbi_literature,9365095,gamma delta T
N1_ncbi_literature,9366901,Proliferating T cell
N1_ncbi_literature,9371388,gamma delta T
N1_ncbi_literature,9378487,gamma delta T
N1_ncbi_literature,9378958,gamma delta T
N1_ncbi_literature,9379074,gamma delta T
N1_ncbi_literature,9389301,Memory CD4 T cell
N1_ncbi_literature,9393961,gamma delta T
N1_ncbi_literature,9394804,gamma delta T
N1_ncbi_literature,9394838,gamma delta T
N1_ncbi_literature,9412736,gamma delta T
N1_ncbi_literature,9413259,gamma delta T
N1_ncbi_literature,9414280,gamma delta T
N1_ncbi_literature,9416504,gamma delta T
N1_ncbi_literature,9417802,gamma delta T
N1_ncbi_literature,9420625,gamma delta T
N1_ncbi_literature,9422120,gamma delta T
N1_ncbi_literature,9430588,Naive CD4 T cell
N1_ncbi_literature,9449719,gamma delta T
N1_ncbi_literature,9460919,gamma delta T
N1_ncbi_literature,9461195,Memory CD4 T cell
N1_ncbi_literature,9463685,gamma delta T
N1_ncbi_literature,9465484,gamma delta T
N1_ncbi_literature,9466306,Naive CD4 T cell
N1_ncbi_literature,9476661,Naive CD4 T cell
N1_ncbi_literature,9477482,gamma delta T
N1_ncbi_literature,9479563,gamma delta T
N1_ncbi_literature,9485091,gamma delta T
N1_ncbi_literature,9485180,Memory CD4 T cell
N1_ncbi_literature,9485190,gamma delta T
N1_ncbi_literature,9486922,Naive CD4 T cell
N1_ncbi_literature,9491232,gamma delta T
N1_ncbi_literature,9496260,gamma delta T
N1_ncbi_literature,9497487,Naive CD4 T cell
N1_ncbi_literature,9501615,Memory CD4 T cell
N1_ncbi_literature,9514640,gamma delta T
N1_ncbi_literature,9539763,gamma delta T
N1_ncbi_literature,9550393,Naive CD4 T cell
N1_ncbi_literature,9550400,Naive CD4 T cell
N1_ncbi_literature,9551883,Memory CD4 T cell
N1_ncbi_literature,9567077,gamma delta T
N1_ncbi_literature,9573027,Memory CD4 T cell
N1_ncbi_literature,9574532,Naive CD4 T cell
N1_ncbi_literature,9574535,gamma delta T
N1_ncbi_literature,9576005,gamma delta T
N1_ncbi_literature,9579608,Memory CD4 T cell
N1_ncbi_literature,9591715,Memory CD4 T cell
N1_ncbi_literature,9595857,gamma delta T
N1_ncbi_literature,9596941,gamma delta T
N1_ncbi_literature,9597812,gamma delta T
N1_ncbi_literature,9602307,gamma delta T
N1_ncbi_literature,9602309,gamma delta T
N1_ncbi_literature,9605119,gamma delta T
N1_ncbi_literature,9619399,gamma delta T
N1_ncbi_literature,9620309,Memory CD4 T cell
N1_ncbi_literature,9626332,gamma delta T
N1_ncbi_literature,9634546,DN T cell
N1_ncbi_literature,9647235,gamma delta T
N1_ncbi_literature,9667946,Proliferating T cell
N1_ncbi_literature,9670363,gamma delta T
N1_ncbi_literature,9670974,Memory CD4 T cell
N1_ncbi_literature,9670974,Naive CD4 T cell
N1_ncbi_literature,9670986,gamma delta T
N1_ncbi_literature,9673229,DN T cell
N1_ncbi_literature,9675395,Memory CD4 T cell
N1_ncbi_literature,9683262,Naive CD4 T cell
N1_ncbi_literature,9686624,gamma delta T
N1_ncbi_literature,9690337,gamma delta T
N1_ncbi_literature,9694075,Naive CD8 T cell
N1_ncbi_literature,9697980,Naive CD4 T cell
N1_ncbi_literature,9701025,Memory CD4 T cell
N1_ncbi_literature,9701025,Naive CD4 T cell
N1_ncbi_literature,9704145,gamma delta T
N1_ncbi_literature,9704193,gamma delta T
